Original Sentence,Stemmed Tokens,Stemmed Sentence
"The area is also rich in Aboriginal rock art, with over 5,000 sites found.","area, also, rich, aborigin, rock, art, site, found",area also rich aborigin rock art site found
"The Kimberley is a vast area consisting of rugged ranges, canyons, waterfalls and pristine coastline.","kimberley, vast, area, consist, rug, rang, canyon, waterfal, pristin, coastlin",kimberley vast area consist rug rang canyon waterfal pristin coastlin
"Kimberley, one of the 9 regions in Western Australia, is one the most rugged areas of Australia and a popular region for travellers.","kimberley, one, region, western, australia, one, rug, area, australia, popular, region, travel",kimberley one region western australia one rug area australia popular region travel
"Most travellers come here for its surreal beauty, its wideness, big skies and beautiful gorges, pools and some of the most rewarding 4wd tracks in the country, including the popular Gibb River Road.","travel, come, surreal, beauti, wide, big, sky, beauti, gorg, pool, reward, wd, track, countri, includ, popular, gibb, river, road",travel come surreal beauti wide big sky beauti gorg pool reward wd track countri includ popular gibb river road
"Towns of interest include Broome, Derby and Kununurra.","town, interest, includ, broom, derbi, kununurra",town interest includ broom derbi kununurra
Purnululu National Park is a national park in the Kimberley region of Western Australia.,"purnululu, nation, park, nation, park, kimberley, region, western, australia",purnululu nation park nation park kimberley region western australia
"The national park is located approximately 300 kilometres south of Kununurra, with Halls Creek located to the south.","nation, park, locat, approxim, kilometr, south, kununurra, hall, creek, locat, south",nation park locat approxim kilometr south kununurra hall creek locat south
It was declared a World Heritage Site in 2003.,"declar, world, heritag, site",declar world heritag site
"The World Heritage status of the region was created and negotiated in 2003, and the adopted boundary of the existing national park.","world, heritag, statu, region, creat, negoti, adopt, boundari, exist, nation, park",world heritag statu region creat negoti adopt boundari exist nation park
"Since its listing, the Government of Western Australia has reserved additional areas located adjacent to the World Heritage Area, including the Purnululu Conservation Park and the Ord River Regeneration Reserve.","sinc, list, govern, western, australia, reserv, addit, area, locat, adjac, world, heritag, area, includ, purnululu, conserv, park, ord, river, regener, reserv",sinc list govern western australia reserv addit area locat adjac world heritag area includ purnululu conserv park ord river regener reserv
"The Bungle Bungle Range, lying fully within the park, has elevations as high as 578 metres above sea level.","bungl, bungl, rang, lie, fulli, within, park, elev, high, metr, sea, level",bungl bungl rang lie fulli within park elev high metr sea level
"It is famous for the sandstone domes, unusual and visually striking with their striping in alternating orange and grey bands.","famou, sandston, dome, unusu, visual, strike, stripe, altern, orang, grey, band",famou sandston dome unusu visual strike stripe altern orang grey band
The banding of the domes is due to differences in clay content and porosity of the sandstone layers.,"band, dome, due, differ, clay, content, poros, sandston, layer",band dome due differ clay content poros sandston layer
The Shark Bay World Heritage Area covers over 2.2 million hectares on the Western Australian coast.,"shark, bay, world, heritag, area, cover, million, hectar, western, australian, coast",shark bay world heritag area cover million hectar western australian coast
"The park was placed on the UNESCO World Heritage list in 1991, in recognition of its unique marine life, including the stromatolites which provide evidence of early life on our planet.","park, place, unesco, world, heritag, list, recognit, uniqu, marin, life, includ, stromatolit, provid, evid, earli, life, planet",park place unesco world heritag list recognit uniqu marin life includ stromatolit provid evid earli life planet
The extensive seagrass meadows found in the park play home to numerous endangered and threatened species.,"extens, seagrass, meadow, found, park, play, home, numer, endang, threaten, speci",extens seagrass meadow found park play home numer endang threaten speci
"Another world renowned special attraction of the park is Monkey Mia, where a group of wild bottlenose dolphins have been coming ashore to the beach for more than 40 years.","anoth, world, renown, special, attract, park, monkey, mia, group, wild, bottlenos, dolphin, come, ashor, beach, year",anoth world renown special attract park monkey mia group wild bottlenos dolphin come ashor beach year
"Sydney Opera House, situated on Sydney's stunning harbour, is one of the world's most admired works of architecture.","sydney, opera, hous, situat, sydney, stun, harbour, one, world, admir, work, architectur",sydney opera hous situat sydney stun harbour one world admir work architectur
"Since its opening in the 1970s, it has left a permanent impression and is now the defining symbol of modern Australia.","sinc, open, left, perman, impress, defin, symbol, modern, australia",sinc open left perman impress defin symbol modern australia
