Original Sentence,Lemmatized Tokens,Lemmatized Sentence
"The Kimberley is a vast area consisting of rugged ranges, canyons, waterfalls and pristine coastline.","kimberley, vast, area, consisting, rugged, range, canyon, waterfall, pristine, coastline",kimberley vast area consisting rugged range canyon waterfall pristine coastline
"Kimberley, one of the 9 regions in Western Australia, is one the most rugged areas of Australia and a popular region for travellers.","kimberley, one, region, western, australia, one, rugged, area, australia, popular, region, traveller",kimberley one region western australia one rugged area australia popular region traveller
"Most travellers come here for its surreal beauty, its wideness, big skies and beautiful gorges, pools and some of the most rewarding 4wd tracks in the country, including the popular Gibb River Road.","traveller, come, surreal, beauty, wideness, big, sky, beautiful, gorge, pool, rewarding, wd, track, country, including, popular, gibb, river, road",traveller come surreal beauty wideness big sky beautiful gorge pool rewarding wd track country including popular gibb river road
"Towns of interest include Broome, Derby and Kununurra.","town, interest, include, broome, derby, kununurra",town interest include broome derby kununurra
Purnululu National Park is a national park in the Kimberley region of Western Australia.,"purnululu, national, park, national, park, kimberley, region, western, australia",purnululu national park national park kimberley region western australia
"The national park is located approximately 300 kilometres south of Kununurra, with Halls Creek located to the south.","national, park, located, approximately, kilometre, south, kununurra, hall, creek, located, south",national park located approximately kilometre south kununurra hall creek located south
It was declared a World Heritage Site in 2003.,"declared, world, heritage, site",declared world heritage site
"The World Heritage status of the region was created and negotiated in 2003, and the adopted boundary of the existing national park.","world, heritage, status, region, created, negotiated, adopted, boundary, existing, national, park",world heritage status region created negotiated adopted boundary existing national park
"Since its listing, the Government of Western Australia has reserved additional areas located adjacent to the World Heritage Area, including the Purnululu Conservation Park and the Ord River Regeneration Reserve.","since, listing, government, western, australia, reserved, additional, area, located, adjacent, world, heritage, area, including, purnululu, conservation, park, ord, river, regeneration, reserve",since listing government western australia reserved additional area located adjacent world heritage area including purnululu conservation park ord river regeneration reserve
"The Bungle Bungle Range, lying fully within the park, has elevations as high as 578 metres above sea level.","bungle, bungle, range, lying, fully, within, park, elevation, high, metre, sea, level",bungle bungle range lying fully within park elevation high metre sea level
"It is famous for the sandstone domes, unusual and visually striking with their striping in alternating orange and grey bands.","famous, sandstone, dome, unusual, visually, striking, striping, alternating, orange, grey, band",famous sandstone dome unusual visually striking striping alternating orange grey band
